Opcode,SHA-256 Hash
cdpne,02f5b0a8d864da3ced0974cb4ed384825226647aad27ce40a9de197ada071c80
stmdacs,d1e86a5b1bebc0431ffc31fa1a1b8be982b28ae98eaf1fae12dd462384246265
eorcs,f19536cb876341d11540b95d81c3e6d0e2d054284ebb49f122e4ef26dffdd34a
ldmdavs,3a9f4bb5e9dc999f84064e40a42c87a93b8b20de1cc6d9c1e2015d20b2a4a4f3
mrrcpl,206e557d1bb0691ff2d49164f6110748a81507d6ec45fe50475f51d531613d9f
cmpvc,a42154d7e59ac5aae22c985bd51b8edda422a9438e95eb5563b9d0758dc857f7
strheq.w,e3ff0e78372aa7d1fabd89b5952e83c204e639f7075f4be1fa1b76f8c7d21953
orrls.w,4f41fa35cd890676d9c6cb3083d4b11006dbe24ca03b030f9d2f88f2852b0225
strbge,a6627d7354de3acc5523ffa8b9e32775cea406af1cbe8fb008cf338e1c4207fd
tstpl,da13c6fdfba4d5c1617808d821ab7061beaf226ca9c7f43ad32c95dabb7a11e8
teqcc,0d5fe56d1ab8903268ad1ad1b137c1db409647c97c75e3eb5e31f61cbe78c70c
lsleq.w,6be3d9c31e3cccda61a3525043128642d99956ff85a9408c1030ab583b764436
addsmi,df4d99c4919f527278cfecde69438ca416517944f9bcf0451602a571156cda10
ldrbtgt,e460b756666212c3b49a033ae72a498fd34e0a0d1be6161a592172c37a2a42de
sxth.w,6763c868445059884a2acfcb5254727c9ba441d3a6ed66ca681729063e16473e
lslcc,e16785535d3a769942f36c1465560d7b2034778bb4b9ba1f0db8575396d4870f
uxthls,8af32f94fae8975b472cfe213cfc6d6d7fb75222b7391c18ecc774e0294f83bf
subscc,a3d7be5bc665eec75f122c8358d64e3ef83475a34139292580a7323745773f23
ldrheq.w,2942d4af5143f7c80dba25c921341b8c11e17bcf04468d51fa5d381472138584
mvnseq,a2311a2788e5b442c8e8fe40c7c411d529fe324d76c5795fb47da16a749474db
strhteq,142c6d5ba9b943a6b03c4a41c577d6991cd2e4364ff572f4159d3fc1625e0e72
sxtbcc.w,93747825c86db0f16e63e46cd9fe705782a6c4256cd5b7ee4843b4c769d4f4c7
orrseq,9784eb19c60e26bae1261ce821c2de89d43e464b9bea398cfc300e358434d918
ubfxpl,31128ea9beaeb990872a32e84cfa8e5d4c91087b54d2afd662d0f3febad91d68
strhge,023b17c18ae36bccf7f434f17d70c833830da0aaa8c0b8e74ad2e53a5119f71e
ldrshgt.w,7e8ac2bd12803f8f2d6e48619acc281878e94fa05a098717e682be450fdad579
mulgt,d8bbc2af7cc92a3dec1eaaf601c8e8cceb8f37e6972c0275dbbd71c6131802b8
sdivgt,9c4bedaae44f49efb8fb20ab1a1a74ad9d368bea4b9ecfc00c9055339f0467cc
mrcne,eef23561f21835f34afff17bda9f95ba8ffb4c79c9ec9b0b218b7b1f40ea27fc
ldrshls.w,7a8111ca30ed7dfcf96cd6ca79c48f736e929d09fb1a06a95848361ec5241849
orreq,bd6266aad1de1ec04a10173d42998f6a1e26a7b095bc78adff4c0f69658e97ac
uxtah,d8335b9d971a23f35f1fffedc604000dcd2b53ba932720a4edd19b71765ed69d
uxthle,99accce6296091db8322bab22b8e3e36ec40d77a64fb7e74e7b49eac04e69ff8
eorspl,118ea7ff8631fab9e757d3a9b9a891232dc549de89fe1d8542ceebb9f6d0a62f
vsubmi.f32,70a2c461bd38c3c8c380cb41d6358cbc21782cdbdb3286b0187c5c34ebe31d03
vabsmi.f32,2639b1f6eef283873b6dd7b644afba87b8b270d3af6ed38ace4a39152340b774
stmdane,eb6be760af6fb5d593b0043da4763eb1e6236fd343ff19e267e5854ec6a1115b
ubfxvs,4d884aeab9b1b47d870c36421b570aa346d12ee7834b178550ebb26c4093de53
strbvs.w,894c743e2f4a6ca92182b8e87ca0439ed407e1726341bf97d62f89fd329f1ebd
strbmi.w,1c63f1be1ae3f37b6f52f10ce1346665598d637649115f7955ae9e567f7be06d
ldccs,66347dcd882c89f6e2f372d8cd1dde85265e70bbf2a4dcacb6accd91c9598136
movwmi,e74ba4a0bbf247774d982e5857cfe52614358a2185a53ff62b4287baa08ce255
fldmdbxcc,489c20a8b438a92ded643969d4acd183d35f6b0dd0a569d6ab0050a6d26f7675
cfstrsne,48a06c4a05c91d948dda5e366cdc1c93461e3915cffb32f0ce78208f7c08231f
rscsvs,31ec5f63e870a8b7d1c35687a7b2eeba00c0be5fcbc327b3368dc834eda0551b
mlaeq,57b41b6cb9140845ae5b6bc13aac79e8ce7141b897b81a248deff5b4e720dad4
vnmlacc.f64,0437b9b7d3026d2f0c2ced4eefa99fb048bbe4444609bc1d5d1419e86c369cdb
ldrhlt,a09b78af90b6dcbab793d7146054b9ff5b24ec758f46a8beb6073ad963d2cde7
ldmdbhi,658e84ef1b75c54f393a9a3eccdb92706b68f8b6f5c15ed59e1248843b3d2551
ldcvs,bdb63352cce86e466cad4002910dc2e3dd76213232f8186278fee0965a42491a
cfstr32cc,1ead0e7fcb7e5e7b803d99c882c344c935703415e5dbd940362906d8b76f9cf8
eormi.w,e4952f81d75175f593d2cf3a1c1156dec4877f4318d0700f5cb6b8917e044e37
lsrmi,8e2bb8f45d4147a0050c6d88ae95b8f198736db9fd92041f247c66ada6ab40a5
asrpl,c945644d1f26b51a9d57edb165a1b75d56e4cd2ba00dc3f9efa56ad23657ec15
strdne,de9fee96f9924451ca9f809700c6961fb761a76d72338f156e7f40c0e0d3219a
orrhi.w,57c1a5a7a48d8122d84927a45d673125eb1c98ed7724303fc63d64fd0af99b3c
smull,f9d187e6e2d3e670eea62d78dfc7f5d228e83716f0b97fb43f78990ba41b0e74
vaddgt.f32,599af1c9067ec8ae6fa8d60e963f9070428f54e64aa7b244e73b773d3ea1ff81
movwcs,e5141591ec71386b8fa777b2d8d66c64026016f49f7351dd7c1e54635c72064f
cfldrscc,7880a0f49ceab5a68a39f0a362f17792c2791b852c6fc3cbc1a7530901ee716b
mcrrmi,ea8d2ca8ce3dfbccdafb4abc90b39cc8f75d41e54dcb8427bdd9db00fedd66e6
vmlaeq.f32,6ab2f7d0fb883ede8cc2531bc04dcf03bdcf2bad4f7793f2d0c213647b5fd07a
lsrge,b567d54d3049454f08d6d74dbcd6afd05fe83f3dc903772aad80d88f12ce48de
eorgt.w,9e1bdf2eaa306d8fb81e265a57e361470ac4effd0369798f9286704675af1a3a
sbcne,1cac7685017a323042a069fb2b54cb75853506b8575360ef78ee8460ab715069
eorle.w,bb7d587ee5e443cd5320f2ba68ab11d8ad31775febda7c2f6a6d04bcc472dddd
movwls,49830deaaa24b2f91b32e82941e9475a0ed970093f1b424bfa3d26df0b1976b9
beq,edfc814434637200f0769494e177de531dcb5032569151e2cb81788fcdc69dc5
ldrshne.w,0607141e18dc1423adf45dcc2f7f3e57969cc1b1ea008169d5a6f7ec9dfe0b5d
mvnmi.w,392946ef9d4e78e2ebca3ce1498ccca340974cd80497d383998c1bbe3feae0d9
rsbge,018496652ef6d8e3ceb9e1adf6df51ea700cf912d13dbb1cb014a8bccfc2724e
udivge,3f38b96aa28d17c4164c9cbbaa4b884bda8eb1476fcfa5de598ef5ef9ec4b960
strhge.w,bb61a013f2414165f33cbcb3d2767366b512db2f19f0f8c4b2f51e1e5ac7905b
ldmiaeq,a6dc1c7f7202cb27e452013ea6ca2016ee52112702f6088d491c403c09be556d
stmiaeq.w,da361ed4847356da8da5463909caeaf9313286c9da83a1d31cf0e234dfbd306e
addslt,69a6173c8fe5afd15afb19ead17af9cf7e2a323aaa67b4a46b15b3db7eb6eac4
smullseq,27bfb89f1a6a4873c4dadc399ca9a545313a12f534d513cb4a3835f6c4612e63
lsleq,71cb845632f995af51b8211e9d0a201087263fa1b639671317c6fcbc08a1afd0
lslne,ee60f3582f0fe13bcf5d459f7368b62bf59567e18aea52c2f8ee084be37e117e
ldrsbne.w,8c876d68b4987154c5d2c1d11f7e9061ac038d68fd1a16650e7d556b53c28cdf
sdivne,e56f9ebc76ada908c662e59c1663edf7cfc7ddc5b3ac7bb8c42f410b9eb00fc5
addsgt,4e315d744663a33777c23106aa34e678fc604dec8256a9cdcd431d93e39bce51
uxtbls.w,8c538a8d5229421b4c48f7298d09439985fb1c6b4767132c020242c2f889160f
strdlt,84783703cbeaba842aa90ab81d0ca232a5b28ad895d38d7ec67a6d0b932c6fec
strhls.w,c96be3a8892f4067da7623a401d39077f13c711635cf3e1b9cd4d607fc83cf38
uxtheq,224bed5178a7551621e6c6b5475f30ecc789b250c9ff003921ee8cac79737538
cmpvs,915fd63d88e8dfe0030293664c617b58f2eedc2613383b428f4a0b3874c66dbf
addwhi,0fb6f5b889b8ed016c55fbad3fb0b02d61bea1f3b592a473323d88bada352937
ldmiane,608994de22c79fad915e21ffaffb3c61c15d67da01d76a57943044a6f4f77b00
stmiane.w,881ae548f491cb72991dbeae5dcbde322a8e959dc6899aba4d477926f9f4015a
vminnm.f32,5be08807cf734d5b6450d65f51f1029805c55ef9cd03fe512c108dd8f5437bf4
cfadd64cc,d610b1cd7d220260748368bf819469c09cc6f4b18a4595799dc00273ba0e298c
negpl,4752d8c89a3e9c03f88aa9d76f4d7a9cc406cba9caf38783c8f7d033139bacbc
suble,8d8388038a75ac7d5cf08821780b7712df059ccf46feacda13575a02d79f792a
subge,fddf9cd22cb6ede20695cdeda1104944d9a5e231aacb16ef50384e0a47bb9f81
rsbpl,f2cbdce5060512c47730a54cf09ce918fb3d33d1577fd92cc42ee4aac549b9e8
ldrsblt.w,6a9e0dc1a4acbefa020033b2e410cb2c51da4dfe151c28b774015ca3610535b7
subpl,2acf86215dc654ea87c7a950d0e74aae0eb1ca17a8312d7b75d0db8186d08b9d
mlapl,3c09111cc23777e5c9b97da48a34ee808d2f5fdbdd71358dd3100862f84c4992
lsrcc,22db683428c384dcb68f8849e01062df3606843cd23b292b071c71e5515bc327
uxtbcc,2b4732da2c6398e5e6942087d79ca6a8421799347573ac2be2945373881089e1
smulbbls,9925a80675b117a653e7ab4b1bf17765c2dab3eb3c4b39a292c8c3f8817a34a1
strhgt.w,666f4d38964bdf9bbca95afef30f807895a7acb7e14df1c90189570fec828cbe
ldrbvc,a4f4522632057d55013dfea6629d248fdd31854b56a143168a3e8f000513172e
orrle,5638171a792c6d7289fb1cda6d13baa3b5329a70e58654ea59032ec7c4a3b3ed
ldcleq,4728eecadeaff59c0b936042d01896ac5464fd30a80ac9fd565e020f081de800
cfldr64eq,91cd74fb3635a194641face428282c5c9fd20fe158260b68810d6ad878a24e1d
cfstrscc,1458a11bd7cf5c53ea8b332f53fec8960686cc3e906e85aa891d83fc97a2ab6f
cfldrdcc,199bb81b3d7ab4e340843c885331f9498112aea678d08908f21039ab8bf77da6
revsh,ae57becf88c95017b9fd09c9b5e053afa0543b4e20272efecf6e08a9146d4787
smlaldne,6762759c06b48e85687efe1aa5cb0ed6d4248b5c53484181be644535f32a24f0
ldmdbge,d4989d2b0016130a84d2622769419043edca41cb159047eeb71774f218cdab04
vrintp.f32,6c27393c3bf029b0dc5bb514f424a6710a4fd45d755b6ec859c865b4e5f67c9c
vcvtpl.f32.u32,0a738cdc62442784a03133c79accec36da2ced884e6b63b45c98af4263f06ca5
lslls,ba81109758cda1030492961a96809b473b9db7d024804e5cc603178436c74d13
lslgt.w,0e11249812bcc0c1abd4248bd92c2e58d4946389a13af0edcf2a4c8431fe08ee
ldrbgt,bb7859300cab507e9eb31e2eefc171a95ffc6630cc3cbb3c17c014c7c2279a0a
stfmip,a7f752c0aba8b0fe50d614c45fbdd573a7029887849eb1af8d477898417fedfe
ornlt,b9348bfa361cc4acd51aebd107dec3f8a0acc27a304f169680c07a07c996ba51
strblt.w,398a2c390df3110a246db10b6462b438440523fcc520a5ffde1e636f15249b53
ldrbge.w,349ceb00a83b8d285ad1c8f5c2e0409ddb3fe9e06ef30b1ce1839a248924b492
strbge.w,572b5df60f9a7c642430ecb54f15cce697fb729f558e1f9e2aae266d27a3252c
cdpcs,878c11c4e4f3a3f9328bac2deb1fa3755edc26edb733960a5a20a0d8df1e4e51
ldrhmi.w,6b56fe8f33ef87de210c91b487fd3dfa1504a527cf8c06b3d253979f5bc81926
ldrhpl.w,47cb7127f71223f119724dfc613f1796f9aad70e4e7c3e27e8f2518853d960fe
bicpl.w,5e9e41775d6642ed13f5e89c1413ee60d4c4dfd857978ac84c36e138ff094b60
uxthpl,01b7c1a0a0cc416f09c97c17f9277f8b20747c49b56aae0dad1d6732fb0c45c1
udivgt,3948cafac2a44579ac5c138265f8fb0d384f89a23782a39bfd0c559af2a976e6
mvngt.w,9f2b553d76f108d1158fc52e8f0a0f111e8cd2866073e959a773f07a42ba5fdc
smlattvc,a33c5817aa08f09927aec98e125a679a2fe3965453ec93590c37931089c93a6c
ldrgt,11b35554d7ff7ffe24a770df40d79d3ff0686a77825dac511710bb15ce0c7e53
sxtbgt,7e5dd9ca90a328475ad9aae736386697ecd17ad16a1b058f3ff86349ba79a8ff
subsls,d2b41a5c6c322681e224d91227296dfefc4e4eee204985e95dfaf4119fbb3d38
neggt,766b526130cd78e1eef9c54aff77cdde2ca5a210719b0f77b51130cd0d630957
vcvtgt.f32.s32,7261a1f6712136991fdc5ed2188794419cede58a26137e0b29dc3c432ca7cffd
ldmibcc,9ee1df00a130bf49b02a5b5896b711b1f1eab902e03df25aadbccde3e66feb2e
ldclpl,cd0d10e1e8e5e888f00a1accbd12abc95bc2415fc42559fdd01b18fa32eeb2a9
eorsgt,69d80078d457eb6b63c65a9db21c83ff64056792789df6724a327e495bc177ea
vcvthi.u32.f32,29e724339e1039cfb72e94a43bc6d8283d439a7f09cdda1c50890a8e710f8dbf
vmovhi,9417905eefefa2662a3426b77064d5b34c2a5a883d9c6b741aae67303bba3f17
ldrble.w,a101521aaca33a9b70ec9c6b720f6691f7f48eea2d67f253805c49ca3bfd0b94
ldrle,eb8159b6fa816ab785c0839923f95d534f549900c3b8f7ba683bbf736242205d
movwcc,0c5f065e0f2641771f68ff93a5659cd50a1b10ad1e7227e710707703d840bf3a
ldmiane.w,fe406f8610be312c1cf263e73ca27475fd48f2aa3d36eead7ea14b46e679125e
ldrhhi,6314dc08aee06e38243a880d6f4ae7a51bbc284292d22246e645dd355e629053
mrrcne,f1d498c36e864fa6c51bb9f71ae66dbe1429d507df702dbb84c74f10ec6d9833
tstvc,36ee7331972120e11d35f06f33bd802358b798e1a2fd54f499df210baece7c4c
adccs,1c98eb1537c33d16a444cb8d9e8d065521be02c5ca5ccae69af29cb4f94b35a7
rsbhi,63f72509272a723f2aece71cb23f6ef65478efa699b96b9775a96e9a8f69d6f8
strhpl,b842fdce6998af778bcba5e51ca788fd165259dbbc77833a8078e6b77e1301bc
mcreq,f989ada2140ba831a3403a7a1f67e66d2c4400a43d6f4e691d3093ec036412fd
vmlsl.u16,51ccc4570810d7d638a2b5f035c3b936525b3efa94bb7894cec089f51dba9ea4
strtvs,94955bafdcd348dda04b19514fc057887706190fd898a94d2dccad8e3747cbd3
ldrshpl.w,b70dfdb5dd236873a8ffd51614df23d99c6752d2603936b83818843072bd4d7a
uxtble,85211e0fe6ea58cc5347ac95390e4960728aa291675ea8cf12b806c8e5ce1588
ldrhne.w,94a69e627cfd0f6e3860dea0bd45a0e22530c46b05d37db71fd620d99d81a6fd
clzeq,7a9184ca812f65feeff1f5af64f60fd0e850f87d7f604d93ed6a13d5cf3fca48
movtpl,96f4040af498c884924847d264825a23c15546158728da799a26dcad7a0aa10d
strbtne,840e389b348917dd72e749c90d02e152c670f11cab468910778fb88674a36982
stcleq,5efef83f7e1186c9ae86bfa88f152f25146bc17e181a728f1813fbcc0689dfd0
vmla.f32,f4ea434461d90c4b80aa80a039da427bc8090de502686c66c6ed5347c99e4cd4
movwle,51990b3121a59f083db2acf228d7f9a9bc383e059a07734041b5588dae477c01
ldrge,d0a3beb16b5e3045a9a9752e053f1884150d8b324d5bceaa3dab24d7e987a15f
vfmacc.f16,d1aa3b08a89aa1b63a8daecd2a9111b1c0565a746cdda6d12228103891c7e752
bfchi,bada74215130d42b4fb51ee31a835da07a8498bd3accbcf0609d60d7e2625cfe
ldrsbpl.w,cda6ead5f258b7bc2c252bc7d71a04147a2517877bb4d5af5ad6c63aaf713907
bfcmi,32dfbbdb7a91e58fdb3909aa6d9a08a0827fc979ead35de22f800e250a05601a
vfmaeq.f32,ee9e47fd1eacaa072f44b1f9c9b856c58a8b38700332651af0e6b2472754c1f9
rsfcc<illegal,2b6c90e84691b71c2100656072deb7b516f72a72dd192de5f37de9c3576b130a
mulmi,968b7a54665e82525bb21bdf086b1177ac4fb6a07a184be366e6706cb16e2337
vstrge,b272f74ed6bf5b78ca20593cb20cf7f2224a3bf1966ed50e96fda7dc4a47b182
vsubge.f32,9659b5c708e61cb81a62a20c7ff0bbd1889fa9b0d2f2c3c548e6772c2c02c6e2
teqlt,ae0ce270b2d8edfd5763f1e6fc4c1c65232a734fdd641af1cfb32e510a1829c1
stmdbge,55684cdccdcf611a0f03606456ac97d00125b9dcf06d343c6c5d250406f2d099
nopgt,a50dd7987a6e9b01d23264e36b0c5eebc8fbc453e99d11b0b154b29ce2617859
strtne,1f5ba3aefcb42773210dc269b13885054728d138a32ced613d098b41e185228d
smlalseq,20394ddafece2ce61d555e1d71c54165db8a45a7e84d8d079a9231aee29bcb79
smladne,439f942e86ec2ac938f2c44a99fbc2701c06a739794a665f88ae679374d44778
ldrsheq,bea11941ce34dbdd6bce239dd4b3db2dab7c8ebf37dde483b685345f562c27c1
ldrshlt.w,69ffb94016c2c807d6c38c39efa97423ac3dc2c69a388fc9f91f7b5610b8c73d
vaddlt.f32,177687dad78acb4b22705074a4f520b81629b9bbaec71c2ea9b1d84cc27bbc36
vldrvc,e8c5d3943d633506b14be25912609e57cd8b229cdc83225dd569d336ff6f6371
vstrvs,ab7253fc64e3a6fcbdf6f08fcb32abf45f7d07c1d936fba70582e166e9183646
vsubvc.f32,04eaccfb1e618c471fc4f38fb745df0b4717dadf2292659126f888db207f755f
vdivvc.f32,b3fb41578d5214185d29feb7497d086a1e437ceb32ca43ccbfb0c79a1b422803
stfccs,7df260554f3731ab7c67d0682bf0273361c994864099f2e8090b4ac57ba8776e
lsrls,8387a14499fde922c1f2ec3c31dfb491be53df691a8f550293480280248eae55
lslge,4e118223a62e191204426ea2598f4ad9b683827c41ec16556a37023824c3f3df
bicmi.w,7edfc93f7a2c1771bba61ce3f24d3c3978e65d39fd4ce1a6a44af88608f028f9
biclt.w,fe28e4415a17a719179442718b571722a2d815a18aaf7da70276915f80185613
ubfxge,f118dd7b48de41917ff7573d1e32dc452352ab9f93ed8b0e5aa8c87e684ff082
ldrsbteq,5b9f3d085952f64ad4e47d16eb809becd2872499ae0c6888a105d76407557b4b
mvnlt,0732fa342f288c3267b1dfd8e10980e5bea712519f05d893ba65d80ff28b1691
subge.w,1e2a9582f8090d5ea532e7769171bd662470fa3be72cf4bd5bc5123c98eb8d53
sfmmi,ef411914daf2fd7bad3721accdf82719935651dfc079f5cf8d15ca12ba9e28dd
cmppl,1debe5617c3e43285010402c2d7a5bf6b2e4411d0041c22b9b7cdb99656aacec
subspl,06a3a69c475bdde3f7095e3a3db693558c279ef4db5befad238ceba3957471d0
lsrne,3ca6e181efcfe4bdeadc95aaecb0f171247983b9d7e0da2a47096fa7d5494797
mullt.w,9b6309bfb84ac9769bd8bd357c1329698c164c73ce74a546841b5e83b82c4c6a
stmiane,b63648a058414ef26bb19ed3e3516068d69d8d52566b58102979fd7d4f2f2600
tstcc,f9219f364d7479faeabbbca8b487008f6d5cae5a7b74e06da2214fb1ed9d2fcb
mlaseq,e88f67afc746fab251df6056d26452997fba085283351e3c3ab73df8333daf7e
ldcpl,18c8c04d68fc0a77f34d7f327a402da0d25fd0ad10c0d060c7fa518d9463a7d2
clzne,8a85cc04b66a900278c11ddfbae671bc8a5bd8f48dce3432c8501684f7a09672
ldmib,c09d6382c40a013fdbbaf9d8b82ff4f8a266c246392aefb2d0e73f86c4cecd29
stclmi,e1ecb24336eaea04e79754ccb1ea0637d3ef3b37968ff027f627fe141e12f92d
stclgt,fc96ee0457d1f39ebd52e394e9f5f968ddbf478a6b5e2a4c416730d56f1f2372
mvneq,21be91425146755d59e135402f1135028be438c7477d349450f1315b860afd48
ldrteq,0493e9c81ff367692bdec6f9871c83f7abf20b817bad42503bc5bf028da8d61a
ubfxeq,cf076e816b2eea90409baee002cf90ae5da7542e9e66b49a10a3662ad852f8e4
uxtbne.w,87dd2f24d9d81c19b7222e22d378bc71ab4068ba0ae117aadfe18f642dd8eb4b
addcs.w,bc92c90606719d0d05451f36a18a759c84a3cf38b518e8a7f92856a01d15f99b
mvnle,1cd427a9e9fd0f27c1c4efc34593ab2d80d080b53d59b2a7cbdadec1780accf6
ldrhle.w,246a9f67d868079550d4ad4c2b1dadd7c254de1d0e3382f163ed1a9a1b2ddb14
orrvc.w,5e946d5387850858b8ef0d133bd654664a6e1847500ee091acc46f3643831d77
vfnmapl.f32,1a343aa0163c90d20f637d39ae112e42528492d50a80ce0ef2efb73896f63368
rscsge,ffbbdeb34b310b4b32e1c4091bb0c9f6c4c5f776ba938f1125e758bbee6c2fc5
stmibge,25d689b41bcc89e82bd6dd9591b8e34389719ae5d75ea714d80fecc4cf69d851
stc,ebeffb6296183a7811d345b49a66819139d7ceaf54f2c093e752371062272da6
strtgt,e85fdf93b4412c9f2047bfd9dd95b79e766d37630b08eb9b7587537f73dea82e
ldrbtne,a44f0dbf50af6d59e3f544c13e22a2ca7cf219b8590faae596cbe30e42205392
stmiacc,5a55163b6a9170a8121a1fb261d1fd4233a65cf6eb48dc8fbab1d87f764e77e2
stmiale,411632dd6d33db6104d822c40025777e87e6f8a44ef5d6bdacac2cca021220b2
cmncs,a7c49b11cffe0266a89ee3eb0d82d7df96e1cdcce95b359d0d9659adf8417b2d
smusdxhi,c033f2ec548a296af4e9bcbca11f5920291021763638c6b76ff56eedd87ed74f
cfstrspl,0a599833879b4fe2b8623f669a5b000bf7a0bc8a103c869be5e8ade93836cc85
cdpgt,a2804f2f4b821495d69c291aaebd59b4f5d116c8ee129c5158669e9cdb5e127e
strdgt,da71666045b6ce748d6be0bdd6512f583ed0fc4613fadb9465e302c9c858452c
bicls.w,638b3742799d41c618dc8b7c07be12330a67702c74545e287525887e5740c391
vmovgt.s8,2a75a91d39f7408e3680028bbfe74d495a4705cdfc0731b726930a8e3a62adeb
strthi,55fdee6c8a7b5c66fe3598d2c769bc9770adee9bb145a0bca510d83bd6c8019c
adcvc,01ee8e81cae368f03c287343181325a5cb359917a078fe0e66d499282eebccde
eorlt,219da956fee625b2642fb1de60b565b314ec228ec2ae9d440915e14eebd74f2e
uxtbcs,16a833bbac4cbbfc7867d5422d84b65a5b43bbf08629644e71a4c20c9ce9c1ad
ldrdhi,279074d955bbe27a5983970e76f2c395818d8db6bfb82f64f4b25844687cad19
strdhi,a886dc7936197e707636c8b0806c3e7ce0906394aa3acb2092e880f48c3a7024
uxtabcc,4c67542c1ea91101dd6efb54d2250c2fb0d58aaa20a0088c0b726975091ee492
vstrcc.16,4e9b98cc00e8944e8a60edb301327fcb1ed519847ce530945b4d1c5e28c476b2
ldrdge,dbc1f041228f1b033ffcc620ec40aec6edbd832deda795910b254d2f662062b8
stmdacc,5bea098f2864282e758fa48a3bfe47b9427931777729e856cab6c9743e831fef
rev16.w,1b7c45a593adb05e394c060044602aef41a77fe5068c43fca5f7105eb8d5b692
udivmi,b2b850c03fa5500dbfcf746e7d4ec6030f1eeca5fdf0068dd5e731a0c827af8b
mulpl,c99dd9130fa4244bb41d80cefe2992e4b9660b6e032efbc16d2987e29c709026
udivpl,25b1209d759b2ccc88531f6c88a377e316e2bef78b8cfca9711bd52023d820ad
subcs.w,2b17694511304d97bdbaba6374493863d7035183d531174ef94942d5322c7ee2
strhcs.w,5c3f69bb2bf5e55f526ce0166ef7e355f78eda781a20943fc1f870fe36974caf
adcsne,ae79368bbd1d5aadf075a54152fa90215787d7512a5fad945648552299aab15c
cfstrdgt,9ce4d21e3fbed5a30f3c6f7c0016b15fbde4eaf7b897a351ba05f6c471aa8c3c
stmdbmi,71d0a86056956150a7a8d00a395be20829cb8b979bc8a82bdc7049ef48ab5af4
negge,d2fba9e0892656af08d89594083f7c225c187e3cc417b8b0a25645cb2cccee78
strbteq,bfd86354e4b2e22dedf8ad3f6836467b280d7521818173f47df01fa955bfe682
vldrge,346319394704680c8f67bb40b9bce62417b5e0766a569878384e70a465d99f36
vstrlt,4178ac4721f7aaf0452984a7f408e994dfcae5f8aa061df0a156e3cf81691295
strbvc,349c00857945a939f07351fe903548aa9c80781ce8fa34e2fb9cc8a6033bd8f5
ldclle,e21246479c813327835106e65f3f65d82982b1564179007530ee51e85216d0b9
vcvtpl.u32.f32,0e75e43deac46d33d34119c704a423ab12a9ce3661ef80552b047e9b7a1df704
ldclvs,b62abf8787814abc1b72514e5d349bcd5357a0f2beccacdff8fe00c70bdf6738
b,622ed8ef2b46c3e14b0e5a53c0ea3ae6300c1e4f917d5423a948819b985e1e9f
cmnls,aea81e3bb51b44d5bf07f5649a588ae3ea7b051914914fdff5a720317287e566
eorshi,6f3ee0a50ddc4f3ba5c440eacad4cdc394e996e5810bfd9b35520972b15e815f
vsub.i32,bf311647db022cf9a862eb754f6bfba05af2c5dc081d007ac945cfe9fd755b7c
vcvtgt.f32.u32,e72c3664366ec2b52d0ec71b15202e2a349a2d7b64d741d4d1afe4efaff2eba9
ldrvc,fc29c9d1e0ad64dacccdc8d80e1d0fa961af5e6fd75a9d30c4f298cf5aedbd95
vstrvc,0bac71a1649c9867f2b694c0279e1d729eed2f27b2656de37d0c6aac9b5f832f
strdls,370fbbe1ffe613d45219da0717452c475d236c98f09ea59b658bf4b2a557f58f
cfldr64cc,fa6bd8a0ec4f8339c33cd72443f687f0662dfd53672967a5b766680b848b5cb0
vdivle.f32,bafe723e8e6e93b6160d7fe1bb65df62011c93e05d1f5b8abcb38694c4857048
asrpl.w,c600559764e88431f8f0ad81793ceb7d32eee205e475aded463a1130990ced2d
orrpl,8a71dac7cc4eb9a6f9fdccacd981258ffe34ff4ef4f7ac18cdb3d4e48040857e
rsbsne,2c5dcab9658821e78ddcdd1707f559d489ccda9cc0a0a825b8f46fbe131d2f27
ldfvce,2968b8b066ec0782a3acc72fdb301fd43cf10e4fb669814b453c9bd3242b0dbe
ldrbcc.w,54f5eba501ce627b82288ea5882526b4cbd427bfe0dd4f15e0764adb2388bea0
eorcc.w,09f286ae603216024e88b10524675a465b4434dc9035fb34ef9ddd2f4886215e
vmulcc.f32,c8873a2999af5329f554e8d7e39b73bfb4783e6a2da0e37cb0f3f42dacb26541
sxtbhi,f87940c5eb643c7286ee6ee674a09f6d389fce94f54ce781ed6d95b5497e55ea
uxtblt,c73051f04d26d8cd66ecbfcbf458a97c5c3c73c6060536787a1d9a7f096df8a1
bicle,ee3707b878950c2f5e29a480a3f3b1283073e95b037724ec59de6931615005a0
ssatmi,7f54eee221a69280e61e4e875ece636420415ff36c01fda7d25a8ee439f524b7
ldrbcs,36522952d2b4311b2a63dd62c85ba3a0e670d83b18882e42036ef50128d93527
udivcs,a0f89b4cae208f567b3dc6cea08707f777b525b80dd5c7d58426f61f569e5f67
mlscs,361783a85c35de4b9f439a0beddf56aef5e7c685abdf671e101f5ef4282f2c07
strbcs,b5747987e1f9b8feec1f967dd1e747b3eb5656802c1bc765a9bac1e2e5fc086d
stcgt,7e9799442d43ad8ea4cfaa5ff6ea43604fda661b77a1091d7e35be0da638601d
cfldr32cc,6581638600d0bbcc5ab61531802c0b4c168d3b42e56ba1eb256116ac86316b7f
mrcvc,de7ff3637304936ccca34da4001bc1a6618583b2dcee5b78eda8df2a8a0eb938
